codice;codice alternativo;ean;codice padre;descrizione;descrizione aggiuntiva;unita misura;unita vendita;iva;dimensione;volume;dispo vincolante;richiede autenticazione;novita;online;nome img;extra1;extra2;extra3;colorhex;Lotto;note;data disponibilita;Data_scadenza;creazione;ultima modifica;pezzi_confezione;Punti_fedelta;categoria_provvigione
'3301';'8057018573301';'8057018573301';;'Candelina Happy Birthday Rigo Nero n.7';'Candelina Happy Birthday Rigo Nero n.7 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3303';'8032649253303';'8032649253303';;'Pallone 9 Metallizzato Colore Oro 10Pz';'Pallone 9 Metallizzato Colore Oro 10Pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3310';'8032649253310';'8032649253310';;'Pallone 80cm Sagomato Bruco ';'Pallone 80cm Sagomato Bruco  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3311';'8004995653311';'8004995653311';;'Festone Garland T.Auguri / B. Compleanno';'Festone Garland T.Auguri / B. Compleanno - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';72;;'005'
'3317';'8056459853317';'8056459853317';;'Pallone 12 20  Pz  Colori Assortiti';'Pallone 12 20  Pz  Colori Assortiti - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3318';'8057018573318';'8057018573318';;'Candelina Happy Birthday Rigo Nero n.8';'Candelina Happy Birthday Rigo Nero n.8 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3324';'8056459853324';'8056459853324';;'Pallone 9" Flat 1000   Pz  Colore Rosa';'Pallone 9" Flat 1000   Pz  Colore Rosa - quantita cartone: 5 pz';'PZ';5;22;;;'NO';'NO';'SI';'SI';;'5 pz';;'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';5;;'004'
'3325';'8057018573325';'8057018573325';;'Candelina Happy Birthday Rigo Nero n.9';'Candelina Happy Birthday Rigo Nero n.9 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3327';'8032649253327';'8032649253327';;'Pallone 80cm Sagomato Rabbit ';'Pallone 80cm Sagomato Rabbit  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3328';'8004995653328';'8004995653328';;'Festone Garland Felice Batt.Rosa/Celeste';'Festone Garland Felice Batt.Rosa/Celeste - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';72;;'005'
'3331';'8056459853331';'8056459853331';;'Pallone 9" Flat 1000   Pz  Colore Rosso';'Pallone 9" Flat 1000   Pz  Colore Rosso - quantita cartone: 5 pz';'PZ';5;22;;;'NO';'NO';'SI';'SI';;'5 pz';;'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';5;;'004'
'3332';'80570018573332';'80570018573332';;'Candelina Stelle N.0';'Candelina Stelle N.0 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3334';'8032649253334';'8032649253334';;'Pallone 80cm Sagomato Papera';'Pallone 80cm Sagomato Papera - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3335';'8004995653335';'8004995653335';;'Festone Garland Prima Comunione';'Festone Garland Prima Comunione - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';36;;'005'
'3341';'8032649253341';'8032649253341';;'Pallone 80cm Sagomato Elefante ';'Pallone 80cm Sagomato Elefante  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3342';'8004995653342';'8004995653342';;'Festone Decoro Prima Com.Colore Bianco';'Festone Decoro Prima Com.Colore Bianco - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';36;;'005'
'3348';'8056459853348';'8056459853348';;'Pallone 9" Flat 1000  Pz  Verde Acqua';'Pallone 9" Flat 1000  Pz  Verde Acqua - quantita cartone: 5 pz';'PZ';5;22;;;'NO';'NO';'SI';'SI';;'5 pz';;'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';5;;'004'
'3349';'8057018573349';'8057018573349';;'Candelina Stelle N.1';'Candelina Stelle N.1 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3355';'8056459853355';'8056459853355';;'Pallone 9" Flat 1000  Pz   Bianco';'Pallone 9" Flat 1000  Pz   Bianco - quantita cartone: 5 pz';'PZ';5;22;;;'NO';'NO';'SI';'SI';;'5 pz';;'004';;;'thailandia';;'31/12/2030';'20/10/2014';'20/10/2014';5;;'004'
'3356';'8057018573356';'8057018573356';;'Candelina Stelle N.2';'Candelina Stelle N.2 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3358';'8032649253358';'8032649253358';;'Pallone 80cm Sagomato Animali Assortiti ';'Pallone 80cm Sagomato Animali Assortiti  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;'2 Pz';;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3359';'8004995653359';'8004995653359';;'Festone Garland Felice Battesimo R/C';'Festone Garland Felice Battesimo R/C - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';72;;'005'
'3362';'8056459853362';'8056459853362';;'Pallone 9" Flat 1000  Pz  Verde ';'Pallone 9" Flat 1000  Pz  Verde  - quantita cartone: 5 pz';'PZ';5;22;;;'NO';'NO';'SI';'SI';;'5 pz';;'004';;;'thailandia';;'31/12/2030';'20/10/2014';'20/10/2014';5;;'004'
'3363';'8057018573363';'8057018573363';;'Candelina Stelle N.3';'Candelina Stelle N.3 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3365';'8032649253365';'8032649253365';;'Fiori Loto Galleggianti LED Multicolore ';'Fiori Loto Galleggianti LED Multicolore  - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'007';;;;;'31/12/2030';'29/03/2010';'29/03/2010';24;;'007'
'3366';'8004995653366';'8004995653366';;'Festone Garland Benvenuto R/C';'Festone Garland Benvenuto R/C - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';72;;'005'
'3370';'8057018573370';'8057018573370';;'Candelina Stelle N.4';'Candelina Stelle N.4 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3372';'8032649253372';'8032649253372';;'Pallone 9 E qui la festa  10 Pz Ass.';'Pallone 9 E qui la festa  10 Pz Ass. - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3373';'8004995653373';'8004995653373';;'Festone Garland Primo Com.Rosa e Celeste';'Festone Garland Primo Com.Rosa e Celeste - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';72;;'005'
'3379';'8056459853379';'8056459853379';;'Pallone 9" Flat 1000  Pz  Giallo';'Pallone 9" Flat 1000  Pz  Giallo - quantita cartone: 5 pz';'PZ';5;22;;;'NO';'NO';'SI';'NO';;'5 pz';;'004';;;'thailandia';;'31/12/2030';'20/10/2014';'20/10/2014';5;;'004'
'3380';'8004995653380';'8004995653380';;'Festone Decoro Primo Comp.Rosa e Celeste';'Festone Decoro Primo Comp.Rosa e Celeste - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'NO';;'36 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';36;;'005'
'3386';'8056459853386';'8056459853386';;'Pallone 9" Flat 1000  Pz  Celeste';'Pallone 9" Flat 1000  Pz  Celeste - quantita cartone: 5 pz';'PZ';5;22;;;'NO';'NO';'SI';'SI';;'5 pz';;'004';;;'thailandia';;'31/12/2030';'20/10/2014';'20/10/2014';5;;'004'
'3387';'8057018573387';'8057018573387';;'Candelina Stelle N.5';'Candelina Stelle N.5 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3389';'8032649253389';'8032649253389';;'Pallone 12 Matrimonio Multicolore';'Pallone 12 Matrimonio Multicolore - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3393';'8056459853393';'8056459853393';;'Pallone 9" Flat 1000  colori Assortiti';'Pallone 9" Flat 1000  colori Assortiti - quantita cartone: 5 pz';'PZ';5;22;;;'NO';'NO';'SI';'SI';;'5 pz';;'004';;;'thailandia';;'31/12/2030';'20/10/2014';'20/10/2014';5;;'004'
'3394';'8057018573394';'8057018573394';;'Candelina Stelle N.6';'Candelina Stelle N.6 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3396';'8032649253396';'8032649253396';;'Pallone 9 Smile 10 pz. Rotondo/Serigr';'Pallone 9 Smile 10 pz. Rotondo/Serigr - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3397';'8004995653397';'8004995653397';;'Pallone 12 50 pz colore Verde';'Pallone 12 50 pz colore Verde - quantita cartone: 36 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'36 pz';'12 pz';'004';;;;;'31/12/2030';'24/01/2011';'24/01/2011';12;;'004'
'3400';'8057018573400';'8057018573400';;'Candelina Stelle N.7';'Candelina Stelle N.7 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3402';'8032649253402';'8032649253402';;'Pallone 9 Matrimonio W gli Sposi 10PZ';'Pallone 9 Matrimonio W gli Sposi 10PZ - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3403';'8004995653403';'8004995653403';;'Festone Garland Lanterna Rosa e Celeste ';'Festone Garland Lanterna Rosa e Celeste  - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';24;;'005'
'34051-09';;;;'Mylar 9 Rotondo Rosa Pastello ';'Mylar 9 Rotondo Rosa Pastello  - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'5612';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'3408';'8068020433408';'8068020433408';;'Candelina Flambe 4pz Bianca';'Candelina Flambe 4pz Bianca - quantita cartone: 120 pz - quantita sottoimballo: 20 pz';'PZ';120;22;;;'NO';'NO';'SI';'NO';;'120 pz';'20 pz';'003';;;'argento';;'31/12/2030';'29/09/2015';'29/09/2015';120;;'003'
'3409';'8056459853409';'8056459853409';;'Pallone 9 Flat 20 pz Colori assortiti';'Pallone 9 Flat 20 pz Colori assortiti - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'004';;;;;'31/12/2030';'17/11/2014';'17/11/2014';72;;'004'
'3410';'8004995653410';'8004995653410';;'Festone Garland Multicolore 6 mod.Ass 3m';'Festone Garland Multicolore 6 mod.Ass 3m - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'24/01/2011';'24/01/2011';72;;'005'
'34101-18';;;;'Mylar 18 Cuore Blu';'Mylar 18 Cuore Blu - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'NO';;'1 pz';;'004';;;'5230';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34102-09';;;;'Mylar 9 Cuore Bianco';'Mylar 9 Cuore Bianco - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'5223';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34105-09';;;;'Mylar 9 Cuore Fuxia';'Mylar 9 Cuore Fuxia - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'5209';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34108-18';;;;'Mylar 18 Cuore Monocolore Oro';'Mylar 18 Cuore Monocolore Oro - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'NO';;'1 pz';;'004';;;'2277';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34109-09';;;;'Mylar 9 Cuore Argento ';'Mylar 9 Cuore Argento  - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'6565';;'31/12/2030';'30/08/2011';'30/08/2011';1;;'004'
'34109-18';;;;'Mylar 18 Cuore Monocolore Argento';'Mylar 18 Cuore Monocolore Argento - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'3786';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34110-09';;;;'Mylar 9 Cuore Rosso';'Mylar 9 Cuore Rosso - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'5216';;'31/12/2030';'30/08/2011';'30/08/2011';1;;'004'
'34113-09';;;;'Mylar 9 Cuore Verde Smeraldo';'Mylar 9 Cuore Verde Smeraldo - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'5629';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34113-18';;;;'Mylar 18 Cuore Monocolore Verde Smeral';'Mylar 18 Cuore Monocolore Verde Smeral - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'3793';;'31/12/2030';'30/08/2011';'30/08/2011';1;;'004'
'3417';'8057018573417';'8057018573417';;'Candelina Stelle N.8';'Candelina Stelle N.8 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3419';'8032649253419';'8032649253419';;'Pallone Cuore 54 cm. Colore Rosso';'Pallone Cuore 54 cm. Colore Rosso - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3424';'8057018573424';'8057018573424';;'Candelina Stelle N.9';'Candelina Stelle N.9 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3427';'8004995653427';'8004995653427';;'Pallone 12 50 Pz Colore Celeste';'Pallone 12 50 Pz Colore Celeste - quantita cartone: 36 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'36 pz';'12 pz';'004';;;;;'31/12/2030';'24/01/2011';'24/01/2011';12;;'004'
'34294-20';'742554352111';'742554352111';;'Mylar 20 Bacchetta  Magica Trasparente';'Mylar 20 Bacchetta  Magica Trasparente - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'5278';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34295-20';'742554352128';'742554352128';;'Mylar 20 Spada Futurista';'Mylar 20 Spada Futurista - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'NO';;'1 pz';;'004';;;'5292';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'3431';'8057018573431';'8057018573431';;'Candelina Party Color nr. 0';'Candelina Party Color nr. 0 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3433';'8032649253433';'8032649253433';;'Pallone 9 Metallizzato Bianco/Oro 10Pz';'Pallone 9 Metallizzato Bianco/Oro 10Pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3434';'8004995653434';'8004995653434';;'Cartella Candelina Riga Rossa da 1 a 5';'Cartella Candelina Riga Rossa da 1 a 5 - quantita cartone: 6 pz';'PZ';6;22;;;'NO';'NO';'SI';'NO';;'6 pz';;'003';;;;;'31/12/2030';'24/01/2011';'24/01/2011';6;;'003'
'34385-22';;;;'Mylar 22 Stella Decorata Trasparente';'Mylar 22 Stella Decorata Trasparente - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'2369';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34387-22';;;;'Mylar 22 Stella Traspar. Stelle Gialle ';'Mylar 22 Stella Traspar. Stelle Gialle  - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'5537';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'34389-22';;;;'Mylar 22 Stella Traspar. Stelle Verde ';'Mylar 22 Stella Traspar. Stelle Verde  - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'5551';;'31/12/2030';'29/08/2011';'29/08/2011';1;;'004'
'3440';'8032649253440';'8032649253440';;'Pallone 9 Baby Boy Celeste 10Pz';'Pallone 9 Baby Boy Celeste 10Pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3441';'8004995653441';'8004995653441';;'Cartella Candelina Riga Rossa 6 a 0';'Cartella Candelina Riga Rossa 6 a 0 - quantita cartone: 6 pz';'PZ';6;22;;;'NO';'NO';'SI';'NO';;'6 pz';;'003';;;;;'31/12/2030';'24/01/2011';'24/01/2011';6;;'003'
'34468-18';;;;'Mylar 18Rotondo Cerchi Dec.Trasparente';'Mylar 18Rotondo Cerchi Dec.Trasparente - quantita cartone: 1 pz';'PZ';1;22;;;'NO';'NO';'SI';'SI';;'1 pz';;'004';;;'2376';;'31/12/2030';'30/08/2011';'30/08/2011';1;;'004'
'3448';'8057018573448';'8057018573448';;'Candelina Party Color nr. 1';'Candelina Party Color nr. 1 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3455';'8057018573455';'8057018573455';;'Candelina Party Color nr. 2';'Candelina Party Color nr. 2 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3457';'8032649253457';'8032649253457';;'Pallone 9 Baby Girl Rosa 10Pz';'Pallone 9 Baby Girl Rosa 10Pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3458';'8004995653458';'8004995653458';;'Pallone 12 50 pz colore Bianco';'Pallone 12 50 pz colore Bianco - quantita cartone: 36 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'36 pz';'12 pz';'004';;;;;'31/12/2030';'24/01/2011';'24/01/2011';12;;'004'
'3462';'80570018573462';'80570018573462';;'Candelina Party Color nr. 3';'Candelina Party Color nr. 3 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3464';'8032649253464';'8032649253464';;'Pallone 9 Buon Compleanno Rosa 10Pz';'Pallone 9 Buon Compleanno Rosa 10Pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3465';'8004995653465';'8004995653465';;'Pallone 12 50 pz colore Rosso        ';'Pallone 12 50 pz colore Rosso         - quantita cartone: 36 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'36 pz';'12 pz';'004';;;;;'31/12/2030';'24/01/2011';'24/01/2011';12;;'004'
'3471';'8032649253471';'8032649253471';;'Pallone 9Buon Compleanno Celeste10Pz';'Pallone 9Buon Compleanno Celeste10Pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3472';'8004995653472';'8004995653472';;'Festone Decoro Ghirlanda Multicol.102cm';'Festone Decoro Ghirlanda Multicol.102cm - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'005';;;;;'31/12/2030';'26/01/2011';'26/01/2011';24;;'005'
'3479';'8057018573479';'8057018573479';;'Candelina Party Color nr. 4 ';'Candelina Party Color nr. 4  - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3486';'8057018573486';'8057018573486';;'Candelina Party Color nr. 5';'Candelina Party Color nr. 5 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3488';'8032649253488';'8032649253488';;'Pallone 9  I miei 18 Anni  10Pz';'Pallone 9  I miei 18 Anni  10Pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3489';'8004995653489';'8004995653489';;'Festone Decoro Ghirlanda Multicolore70cm';'Festone Decoro Ghirlanda Multicolore70cm - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'26/01/2011';'26/01/2011';72;;'005'
'3492';'8056459853492';'8056459853492';;'Pallone Cuore 12  1000 pz Colore Celes';'Pallone Cuore 12  1000 pz Colore Celes - quantita cartone: 4 pz';'PZ';4;22;;;'NO';'NO';'SI';'SI';;'4 pz';;'004';;;;;'31/12/2030';'10/11/2014';'10/11/2014';4;;'004'
'3493';'8057018573493';'8057018573493';;'Candelina Party Color nr. 6';'Candelina Party Color nr. 6 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3495';'8032649253495';'8032649253495';;'Pallone 7  20 pz. Colori Assortiti';'Pallone 7  20 pz. Colori Assortiti - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3496';'8004995653496';'8004995653496';;'Festone Garland Lettere Buon Compleanno ';'Festone Garland Lettere Buon Compleanno  - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'005';;;;;'31/12/2030';'26/01/2011';'26/01/2011';48;;'005'
'3501';'8032649253501';'8032649253501';;'Pallone 7 20 pz. Colori Fluor. Ass.';'Pallone 7 20 pz. Colori Fluor. Ass. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3502';'8004995653502';'8004995653502';;'Bandierine Nr.18 Colore Verde 6 cm ';'Bandierine Nr.18 Colore Verde 6 cm  - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'26/01/2011';'26/01/2011';72;;'005'
